ao prever a distribuição gratuita de uniforme para alunos da rede pública um projeto em discussão no congresso institui uma controvérsia em escolas prefeituras e secretarias de educação 	controvérsia	controvérsia
a matéria ainda precisa passar pela câmara dos deputados e pela presidência da república antes de entrar em vigor 	matéria	matéria
o acessório polêmico entrou no projeto de autoria do senador cícero lucena psdbpb graças a uma emenda aprovada na comissão de educação do senado em outubro 	polêmico	polêmico
toda a operação teria sido armada para vingar a morte de um companheiro em um atentado a bomba 	armada	armada	apertada	coberta	engatilhada	entesada	esticada	aparelhada	revestida	retesada
blitze barreiras e operações em profusão foram insuficientes para conter um crescimento de 1112 em relação a março de 2006 	profusão	profusão
o subcomandantegeral da bm coronel paulo roberto mendes reconheceu que o incremento nos roubos pode estar ligado a deficiências nas manobras adotadas 	incremento	incremento
diferentemente de outros pleitos as legendas este ano são obrigadas a driblar novas regras eleitorais desgaste da imagem da classe política e projetos nacionais envolvendo líderes gaúchos 	desgaste	desgaste
para os analistas políticos a indecisão eleitoral de 2006 é fruto de uma confluência de fatores 	fruto	fruto
os partidos estão mais cautelosos 	cautelosos	cautelosos
o relatório produzido pela comissão criada para revisar processos administrativos da assembléia legislativa destaca temas que devem provocar polêmica no parlamento 	revisar	revisar
um deles se refere ao fato de cada deputado ter três carros cadastrados para fins de indenização por uso de carro particular 	cadastrados	cadastrados
antunes vai apresentar o conteúdo do relatório hoje à mesa diretora e posteriormente implementar novas medidas de contenção e controle 	contenção	contenção
viagens de carro ficam mais agradáveis quando os ocupantes podem fazer algo mais do que apreciar a paisagem 	ocupantes	ocupantes
uma arena suspensa com estacionamento subterrâneo e capacidade entre 45 e 50 mil espectadores 	espectadores	espectadores
apesar das boas intenções a organização das nações unidas para a educação a ciência e a cultura unesco tratou de se desvincular da escolha 	desvincular	desvincular
plácido domingo lembrou o maravilhoso senso de humor do parceiro italiano capaz de proporcionar momentos tão divertidos nos concertos dos três tenores que nós nos esquecíamos de que estávamos cantando para um público que pagará 	proporcionar	proporcionar
o regente indiano zubin mehta um dos principais colaboradores do tenor destacou que luciano tinha uma aura especial emanava sensações positivas 	emanava	emanava	manava
ele ressalta que o próximo trânsito ocorrerá somente em 9 de maio de 2016 	ressalta	ressalta
