^f	0.007080312499426471
fa	0.0011092888094482677
ac	0.002853451319804352
ct	0.002540163581284346
ts	0.00018422326035005726
sh	0.003187257848559778
he	0.021510502936841935
ee	0.0025945056091467565
et	0.00294682651695323
t$	0.021045437263020536
^w	0.009511167448154815
wh	0.0028095599036587356
ha	0.0075174893764045235
at	0.009322253135358878
^b	0.014580717297279633
be	0.010063224183022997
e$	0.05034431527416189
^a	0.019843345945333213
ai	0.0020503319947755014
id	0.0016032579772418231
ds	0.0002513546999401742
s$	0.005674622587198444
cq	3.057351632998885e-05
qu	0.0008765791692499725
ui	0.0006838462897969426
ir	0.0016313639346449338
re	0.010144232758914505
^i	0.012088638444896705
im	0.00167689078120081
mm	0.0006807887459864573
mu	0.0007214208319607457
un	0.002627515936005781
ne	0.0040215118481792475
^d	0.005653052586111777
de	0.004205062487326495
ef	0.0009571860941946611
fi	0.0019256491632981397
ic	0.004182775664215119
ci	0.0015146353293345107
ie	0.0015031085236932211
en	0.008131458010329022
nc	0.002491396622305793
cy	0.00027762728412191265
y$	0.013504440736465255
^s	0.013022599889845787
sy	0.00032266792163690097
yn	7.935200595773269e-05
nd	0.008746591239821811
dr	0.0005628225176628647
ro	0.004691682788035641
om	0.0038047414087126717
me	0.004726826284995004
a$	0.005400498698655737
^c	0.008991275459204981
co	0.005221164433562672
on	0.010477303247896572
di	0.0023040043552030706
it	0.007759817499802994
ti	0.006783363690810139
io	0.0043265936080249786
n$	0.016646996179886315
ca	0.003242991241424572
au	0.0008066111899588647
us	0.0028931782498171454
se	0.0059538949106049425
by	0.0010925482285977723
^v	0.0012209785210622152
vi	0.001526761728733733
ru	0.0007922920454384834
al	0.0067612536709863585
ll	0.004530192202565679
l$	0.0070747066821447695
^h	0.00819811092797771
hi	0.003977145753641934
iv	0.0017082695211993052
v$	8.255560465797102e-05
hu	0.0004326683931443641
um	0.0007833788536138251
ma	0.003753916228853522
an	0.012943005740255042
no	0.0037578135882800866
o$	0.009173736452003678
^t	0.028719455202193152
th	0.02348613938615801
is	0.004463531597817529
af	0.0005675116483338793
ff	0.0010564111740331164
fe	0.001477189546086674
ec	0.002933158854112141
bo	0.0013963693041319513
od	0.0012400924938711956
dy	0.0004255616696929656
ce	0.0040430933799151065
ys	0.0003868821069816899
st	0.006733447510462214
te	0.006550988439438383
em	0.0020692307287995828
m$	0.0029397447765750788
so	0.0026388966867573176
^n	0.004546509992945837
ot	0.0033300034419948723
ig	0.001723883941978811
gh	0.0016542138377918045
