^	0.15646619145640014
f	0.015917126030801913
a	0.05590091430228415
c	0.022293310309472122
t	0.06527651703072998
s	0.03163863933023866
h	0.03775664683608857
e	0.09018772412452547
$	0.15646619145640014
w	0.012224983548205438
b	0.016260453381575092
i	0.04629386482328972
d	0.02159409708512033
q	0.0007682016140550046
u	0.01964560182585975
r	0.04083584521891525
m	0.01660048507249756
n	0.046950933155954964
y	0.01490275013558163
o	0.054862658247073315
v	0.008676167415850287
l	0.029745414864194967
g	0.011661706160932463
p	0.014550054551519103
x	0.0014667210152803293
j	0.001185907452418072
k	0.005335945640086315
1	0.0009585733870840487
0	0.0004441424447798737
7	0.00024461642129487514
5	0.00025597696444970585
4	0.00022931826978914784
2	0.00037373722934644745
8	0.0003475405430761758
9	0.0006276359665809003
3	0.0002838368809250084
6	0.0002237109469049356
z	0.00047069252694166265
é	2.491441035196814e-05
á	3.462631304040858e-06
ó	2.0911958718224283e-06
ú	5.106408524217557e-07
ñ	1.1882531581750697e-06
à	1.1639369271073671e-06
í	2.031215835188762e-06
ü	3.545306489671047e-06
ö	2.5710361648917604e-06
ç	2.1106488566765904e-06
ä	1.4946376696281232e-06
è	3.8241326059140374e-06
ô	1.0099341303452502e-06
ë	7.181393575328183e-07
ù	5.6737872491306195e-08
ï	8.089199535189083e-07
â	1.144483942253205e-06
û	1.604871250468375e-07
î	3.8419645086970193e-07
ê	8.88352975006737e-07
½	3.529095668959245e-06
¾	4.0527051779504423e-07
¼	6.857177161092149e-07
⅜	5.5116790420126015e-08
⅝	3.566380556596389e-08
²	6.32222007760269e-08
µ	1.5254382289805465e-06
ω	5.835895456248637e-08
⅓	9.078059598608991e-08
ý	2.1398283339578337e-07
ŵ	3.242164142360354e-09
ø	4.928089496387738e-07
þ	4.21481338506846e-08
đ	2.9179477281243184e-08
æ	8.867318929355568e-07
ÿ	7.132761113192778e-08
å	2.1398283339578337e-07
ě	1.1185466291143221e-07
⅛	8.591734977254938e-08
õ	8.105410355900885e-09
θ	3.177320859513147e-07
β	1.5837971835430329e-06
⅔	5.5116790420126015e-08
ì	6.32222007760269e-08
π	1.5076063261975646e-07
⅕	3.0800559352423365e-08
³	1.4589738640621592e-08
α	1.3130764776559432e-06
ň	4.21481338506846e-08
č	2.804471983141706e-07
ć	2.9179477281243186e-07
ž	1.2158115533851326e-07
š	5.463046579877196e-07
ř	1.6697145333155823e-07
μ	4.94430031709954e-07
δ	4.863246213540531e-07
φ	1.7345578161627893e-07
ń	3.0800559352423365e-08
ε	4.39313241289828e-07
υ	6.484328284720708e-09
τ	1.0699141669789168e-07
λ	1.5400279676211682e-07
η	7.619085734546831e-08
σ	2.545098851752878e-07
œ	8.753843184372956e-08
ò	1.1833899119615292e-07
ã	3.9068077915442265e-07
γ	6.403274181161699e-07
ů	1.4589738640621592e-08
ť	1.621082071180177e-09
⅗	8.105410355900885e-09
ē	3.242164142360354e-09
ŷ	1.1347574498261238e-08
ū	4.863246213540531e-09
ψ	4.376921592186478e-08
_	1.0147973765587908e-06
¹	3.242164142360354e-09
ź	4.863246213540531e-09
ŝ	2.2695148996522477e-08
ρ	1.2482331948087363e-07
ν	1.3454981190795468e-07
ł	4.376921592186478e-08
ś	5.6737872491306195e-08
ę	9.726492427081061e-09
ż	1.621082071180177e-09
ą	3.242164142360354e-09
⅙	9.726492427081061e-09
ā	9.71028160636926e-07
ī	1.4589738640621592e-08
⅞	8.105410355900885e-09
⅘	8.105410355900885e-09
ō	4.863246213540531e-09
ß	2.9179477281243184e-08
ş	7.586664093123228e-07
ţ	4.21481338506846e-08
ă	6.484328284720708e-09
ð	6.484328284720708e-09
⅖	1.4589738640621592e-08
χ	4.571451440728099e-07
ζ	3.404272349478372e-08
ι	3.242164142360354e-09
κ	4.0527051779504426e-08
ξ	1.2968656569441415e-08
ο	8.915951391490973e-08
ŕ	4.863246213540531e-09
ħ	3.242164142360354e-09
ņ	3.242164142360354e-09
ĺ	6.484328284720708e-09
ĉ	3.242164142360354e-09
ď	1.621082071180177e-09
